name,city,type
Ralph Lauren,Glasgow,bar
Bus Stop 609067,Glasgow,bar
Aveda,Glasgow,bar
Bupa Centre Glasgow,bar
Allsaints,Glasgow,bar
Ramada Hotel,Glasgow,bar
Baby Scanning Ltd,Glasgow,bar
Jeagar,Glasgow,bar
Piper On The Square,Glasgow,bar
DNA,Glasgow,bar
Cruz,Glasgow,bar
Fressh,Glasgow,bar
Soluis,Glasgow,bar
Charlie Parkers @ The Corinthian,Glasgow,bar
Saco Apartments,Glasgow,bar
My Bit,Glasgow,bar
Agent Provocateur,Glasgow,bar
GlasDroid,Glasgow,bar
Bose Glasgow,bar
City Car Club Vehicle,Glasgow,bar
2Fluid,Glasgow,bar
Marc's flat,Glasgow,bar
John Street,Glasgow,bar
The Underground Bar,Glasgow,bar
Committee Room No9,Glasgow,bar
Speakeasy,Glasgow,bar
Tony Macaroni,Glasgow,bar
Piazza Italia,Glasgow,bar
Katie's bar,Glasgow,bar
Trophy Room,Glasgow,bar
Metro,Glasgow,bar
Mediterraneo,Glasgow,bar
Italian Centre,Glasgow,bar
SIMUL8 Corp,Glasgow,bar
Ingram Street,Glasgow,bar
Primo Gentlemens Barber,Glasgow,bar
Milk,Glasgow,bar
FHQ,Glasgow,bar
Centro Italiano,Glasgow,bar
Azzimo,Glasgow,bar
Scene,Glasgow,bar
Ever Home,Glasgow,bar
Cochrane Street,Glasgow,bar
PBA Glasgow,bar
HMRC Enquiry Office,Glasgow,bar
J F Kennedy Boulevard,Glasgow,bar
GCC Education Dept,Glasgow,bar
Tiffany's,Glasgow,bar
The Bridal Studio,Glasgow,bar
Cotton House,Glasgow,bar
Wheatley House,Glasgow,bar
Ingram Street Car Park,Glasgow,bar
Wheatley House,Glasgow,bar
Dreamhouse Apartments Merchant City Glasgow,bar
Ramshorn Kirkyard,Glasgow,bar
Govan Mbeki Fairtrade Cafe,Glasgow,bar
Press Bar,Glasgow,bar
The Albion Clinic,Glasgow,bar
Reseaech & Knowledge Exchange Services University Of Strathclyde,Glasgow,bar
Graven Images,Glasgow,bar
The Hob,Glasgow,bar
Sir William Duncan Building,Glasgow,bar
Bargo,Glasgow,bar
Flat 6/5,Glasgow,bar
Scottish Universities Insight Institute,Glasgow,bar
Dentist,Glasgow,bar
Thomas' Place,Glasgow,bar
Graven,Glasgow,bar
James Hughes Salon,Glasgow,bar
Pad & Toms Place,Glasgow,bar
McCune Smith Deli,Glasgow,bar
Taj Mahal,Glasgow,bar
Vital Smile,Glasgow,bar
Cupids Executive Club,Glasgow,bar
Karada Massage Therapy,Glasgow,bar
Access,Glasgow,bar
Old College Bar,Glasgow,bar
Ladywell Crystals & Healing,Glasgow,bar
23 Enigma,Glasgow,bar
The Duchy,Glasgow,bar
Allcall office,Glasgow,bar
@ a penny for water,Glasgow,bar
Funky Dunky's Fudge Factory,Glasgow,bar
Rachel Flat,Glasgow,bar
Eugene's Place,Glasgow,bar
Home merchant city,Glasgow,bar
Lovely Lee's Lair,Glasgow,bar
NH208,Glasgow,bar
A135,Glasgow,bar
Flat,Glasgow,bar
Home,Glasgow,bar
christines gaff :,Glasgow,bar
BBC Good Food Show,Glasgow,bar
Platform 2,Glasgow,bar
Platform 1,Glasgow,bar
Capita O2,Glasgow,bar
Clydeside Expressway,Glasgow,bar
Social Media Week Glasgow,bar
Epilepsy Research Centre,Glasgow,bar
F-30-04,Glasgow,bar
Threads of Sound,Glasgow,bar
MacCallums of Troon Fishmongers,Glasgow,bar
@sipp,Glasgow,bar
Thomson Reuters,Glasgow,bar
Vships Marine Travel Services,Glasgow,bar
Home,Glasgow,bar
Michael's Flat,Glasgow,bar
Cranston Towers,Glasgow,bar
Phones 4u,Glasgow,bar
Amanda's Place,Glasgow,bar
Hooome :,Glasgow,bar
Magical Computerland,Glasgow,bar
Two Fat Ladies,Glasgow,bar
The Buttery,Glasgow,bar
The Shandon Belles,Glasgow,bar
St Patrick's Primary School,Glasgow,bar
Gelateria,Glasgow,bar
Minskys New York Brasserie the Hilton,Glasgow,bar
Hilton Glasgow,bar - Executive Lounge,Glasgow,bar
The Bridge To Everywhere,Glasgow,bar
Morblas Restaurant,Glasgow,bar
Fitness@Hilton,Glasgow,bar
BT: Dial House,Glasgow,bar
Marriot Hotel - Floor 7,Glasgow,bar
Dial House,Glasgow,bar
Ocean Spa,Glasgow,bar
Happy Birthday,Glasgow,bar
loon fung,Glasgow,bar
Taxi,Glasgow,bar
TSG Workshop,Glasgow,bar
Johns,Glasgow,bar
Eagle Centre,Glasgow,bar
Zurich Financial Services,Glasgow,bar
Penna,Glasgow,bar
Shell Business Service Centre,Glasgow,bar
Paninis,Glasgow,bar
PwC - Glasgow,bar
HSBC,Glasgow,bar
141 Bothwell st,Glasgow,bar
The Edward Wylie Wetherspoon,Glasgow,bar
Waterloo St X76/77 Stop,Glasgow,bar
The Admiral,Glasgow,bar
Jacobs Engineering,Glasgow,bar
Limelight Bar & Grill,Glasgow,bar
McCurrach,Glasgow,bar
Resurgence of Trout,Glasgow,bar
Bus stop 6090192,Glasgow,bar
Holm Street X West Campbell Street,Glasgow,bar
Waterloo Street 60903598,Glasgow,bar
Get Trained Scotland's Glasgow,bar office,Glasgow,bar
350 argyle st,Glasgow,bar
Gamma Telecom,Glasgow,bar
the opera,Glasgow,bar
Hays Blythswood Sq,Glasgow,bar
G2 6 PH,Glasgow,bar
SNS Group,Glasgow,bar
Live At The Star,Glasgow,bar
Faith Mission Bookshop,Glasgow,bar
Ignis Asset Management,Glasgow,bar
Bothwell Street,Glasgow,bar
Philpotts,Glasgow,bar
Marks & Spencer Simply Food,Glasgow,bar
Viva Brazil,Glasgow,bar
Costa Coffee,Glasgow,bar
Metro,Glasgow,bar
Pret A Manger,Glasgow,bar
Viva Ristorante,Glasgow,bar
Superdrug,Glasgow,bar
Run 4 It,Glasgow,bar
Run 4 It,Glasgow,bar
D A Calder,Glasgow,bar
Idox Plc Glasgow,bar
alexander sloan,Glasgow,bar
Spectrum Building,Glasgow,bar
The Bothy SLC,Glasgow,bar
TM Lewin,Glasgow,bar
Mercantile,Glasgow,bar
Beauty and Nails,Glasgow,bar
Time Assistant HQ,Glasgow,bar
Sage,Glasgow,bar
Red Lion,Glasgow,bar
The Grill On The Corner,Glasgow,bar
Starbucks,Glasgow,bar
Sainsbury's Local,Glasgow,bar
Madness Theatre of Fun,Glasgow,bar
The Edward Wylie Wetherspoon,Glasgow,bar
Wellington Street,Glasgow,bar
Pizza Crolla,Glasgow,bar
The Go Group Business & Training Centre,Glasgow,bar
Capita Hartshead,Glasgow,bar
Go Centre,Glasgow,bar
PSVita Launch Event,Glasgow,bar
Randstad care,Glasgow,bar
Blackhousecouk,Glasgow,bar
2nd Floor Mercantile Chambers - Social Media Week,Glasgow,bar
Quotables HQ,Glasgow,bar
Purity IT,Glasgow,bar
75 Bothwell Street,Glasgow,bar
Purity IT,Glasgow,bar
Crumbs,Glasgow,bar
Toby Jug,Glasgow,bar
Bella Italia,Glasgow,bar
Got the Munchies,Glasgow,bar
Bus Stop No60903519,Glasgow,bar
Cheque Centre,Glasgow,bar
,Glasgow,bar
Bus Stop Hope St,Glasgow,bar
Fit Body Boot Camp,Glasgow,bar
Glasgow,bar International School Of English Language,Glasgow,bar
The Glasgow,bar Kilt Shop,Glasgow,bar
Chapter House Cafe @ Wesley Owen,Glasgow,bar
6central,Glasgow,bar
City Car Club Vehicle,Glasgow,bar
Stereo,Glasgow,bar
Santander,Glasgow,bar
Ad Lib,Glasgow,bar
The Old Hairdressers,Glasgow,bar
Hope Street,Glasgow,bar
St Vincent Street Hope Street,Glasgow,bar
123 StVincent Street,Glasgow,bar
Laurie's,Glasgow,bar
Barolo Grill Beer Garden,Glasgow,bar
Jack Mcphee,Glasgow,bar
Craig Andrew Hairdressing,Glasgow,bar
Harper Macleod LLP,Glasgow,bar
Reardens,Glasgow,bar
Mcginn,Glasgow,bar
Newsbox,Glasgow,bar
Esquires,Glasgow,bar
130 St Vincent Street,Glasgow,bar
Rebecca Torres,Glasgow,bar
bus stop,Glasgow,bar
Standard Building,Glasgow,bar
Royal Glasgow,bar Institute of Fine Arts Kelly Gallery,Glasgow,bar
Usa nails,Glasgow,bar
Working Links,Glasgow,bar
Real Uncles House Citycentre,Glasgow,bar
Piglets,Glasgow,bar
Go Group,Glasgow,bar
Urban UK,Glasgow,bar
Scottish Local Offices,Glasgow,bar
Drum & Monkey,Glasgow,bar
Turnberry House,Glasgow,bar
China Sea,Glasgow,bar
Steampunk Cafe,Glasgow,bar
Charcoals,Glasgow,bar
QA,Glasgow,bar
Yue Hao Supermarket,Glasgow,bar
Replay,Glasgow,bar
cafe express,Glasgow,bar
Cafe Fresh,Glasgow,bar
,Glasgow,bar
Renfield Street Dental Care,Glasgow,bar
Platinum Lace,Glasgow,bar
Orthidontis,Glasgow,bar
No 26 Bus McGill's,Glasgow,bar
le drapeau noir,Glasgow,bar
Black & Lizars,Glasgow,bar
Renfield St Careers Scotland Centre,Glasgow,bar
Baguette Express,Glasgow,bar
The Dental Clinic,Glasgow,bar
HBOS,Glasgow,bar
Somerfield,Glasgow,bar
sk:n,Glasgow,bar
Central News,Glasgow,bar
Saks,Glasgow,bar
Clements,Glasgow,bar
Hotel Chocolat,Glasgow,bar
Heavenly Pole,Glasgow,bar
The Horse Shoe Bar,Glasgow,bar
Costa Coffee,Glasgow,bar
Carluccio's,Glasgow,bar
Vespbar,Glasgow,bar
360CRM Office,Glasgow,bar
China Buffet King,Glasgow,bar
Greggs,Glasgow,bar
Curle Stewart LLP,Glasgow,bar
Patisserie Valerie West Nile Street,Glasgow,bar
Failte,Glasgow,bar
BPP Professional Education,Glasgow,bar
HSBC,Glasgow,bar
The mens store,Glasgow,bar
Paperino's,Glasgow,bar
Mr Pretzel,Glasgow,bar
Aspecto,Glasgow,bar
Fat Buddha Store,Glasgow,bar
The Progressive View,Glasgow,bar
Kavanagh Coyle Ltd,Glasgow,bar
News plus,Glasgow,bar
Clark Boyle & Co,Glasgow,bar
360innovate,Glasgow,bar
Sony Centre,Glasgow,bar
Bradfords Family Bakers and Confectioners,Glasgow,bar
Chelford sap,Glasgow,bar
TSB Bank,Glasgow,bar
O'henrys,Glasgow,bar
Alliance & Leicester,Glasgow,bar
Rumours Kopitiam,Glasgow,bar
All Bar One,Glasgow,bar
St Vincent Street Post Office,Glasgow,bar
Pesto,Glasgow,bar
Patisserie Valerie,Glasgow,bar
TSB Bank,Glasgow,bar
Pesto Italian Restaurants,Glasgow,bar
RBS,Glasgow,bar
Russell & Bromley,Glasgow,bar
Long Tall Sally,Glasgow,bar
Slanj,Glasgow,bar
Halifax Bank of Scotland,Glasgow,bar
The Fruit Canteen,Glasgow,bar
Drury Street Renfield Street,Glasgow,bar
City News,Glasgow,bar
Tontine house,Glasgow,bar
Web Energy,Glasgow,bar
Pizza gaffe,Glasgow,bar
Apple Store,Glasgow,bar
Starbucks,Glasgow,bar
St Vincent Street,Glasgow,bar
Clydesdale Bank Head Office,Glasgow,bar
Diesel,Glasgow,bar
Prezzo,Glasgow,bar
Jack Wills,Glasgow,bar
Urban Bar & Brasserie,Glasgow,bar
The Style Mile,Glasgow,bar
Glasgow,bar Scotland,Glasgow,bar
Bibi's Bakery,Glasgow,bar
Hilton,Glasgow,bar
James Pringle Weavers,Glasgow,bar
Tiso,Glasgow,bar
Phones4u,Glasgow,bar
Topman,Glasgow,bar
Fat Frog Social Media Ltd,Glasgow,bar
Hector Russell Kiltmaker,Glasgow,bar
St Vincent Place,Glasgow,bar
O'connors,Glasgow,bar
TM Lewin,Glasgow,bar
3D Map,Glasgow,bar
Sooooug <3,Glasgow,bar
Turris,Glasgow,bar
Charlie Brown's,Glasgow,bar
48 St Vincent Street,Glasgow,bar
Rainbow Room International,Glasgow,bar
Cirque bar,Glasgow,bar
Jones Bootmaker,Glasgow,bar
Bus Stop 6090175,Glasgow,bar
Molly malones,Glasgow,bar
Westerwood Golf Course,Glasgow,bar
Bto,Glasgow,bar
Glasgow,bar Chiropractic,Glasgow,bar
iPhone 5 Queue,Glasgow,bar
Pink,Glasgow,bar
Clarins Skin Spa,Glasgow,bar
Trevor Chisman,Glasgow,bar
Jade Garden,Glasgow,bar
Relax & Renew,Glasgow,bar
D8 Digital,Glasgow,bar
United Colors of Benetton,Glasgow,bar
ISO Design,Glasgow,bar
Skipton Building Society,Glasgow,bar
Caf Andaluz,Glasgow,bar
The Auctioneers,Glasgow,bar
Subway,Glasgow,bar
Glasgow,bar News,Glasgow,bar
St Vincent Street Bus Stop 609075,Glasgow,bar
The Counting House Wetherspoon,Glasgow,bar
Pret A Manger,Glasgow,bar
Drouthy's,Glasgow,bar
Red Karpers crib,Glasgow,bar
La Vita Pizzeria,Glasgow,bar
Eli,Glasgow,bar
Olympic House,Glasgow,bar
Rainbow Room International,Glasgow,bar
Tourist Information Center,Glasgow,bar
Greggs,Glasgow,bar
Glasgow,bar Chamber of Commerce,Glasgow,bar
Winterfest George Square,Glasgow,bar
Max Serviced Apartments,Glasgow,bar
Merchant City Dental,Glasgow,bar
James Duns House,Glasgow,bar
LoFi studios,Glasgow,bar
Merchant's House,Glasgow,bar
BUPA Occupational Health Centre,Glasgow,bar
Susanne Christyne Bridal,Glasgow,bar
jamaica,Glasgow,bar
Scott's Pad,Glasgow,bar
Lo Fi,Glasgow,bar
Greater Glasgow,bar & Clyde Valley Tourist Board,Glasgow,bar
Ingram Bar,Glasgow,bar
Hannah + Liam's,Glasgow,bar
Anderson Strathern,Glasgow,bar
Registers of Scotland,Glasgow,bar
Barony Bar,Glasgow,bar
Juntion Bar,Glasgow,bar
Phoenix Pub & Grill,Glasgow,bar
George Square,Glasgow,bar
Jamie's Italian,Glasgow,bar
Deloitte,Glasgow,bar
Lomond House,Glasgow,bar
Glasgow,bar City Sightseeing Tour,Glasgow,bar
Georgics,Glasgow,bar
Starstich,Glasgow,bar
Ernst & Young,Glasgow,bar
G1 Building,Glasgow,bar
Rabbie's Trail Burners Tours,Glasgow,bar
Fat Face,Glasgow,bar
Watches Of Switzerland,Glasgow,bar
Caffe Nero,Glasgow,bar
Sir Walter Scott Monument,Glasgow,bar
Strathclyde University Muslim Student Association SUMSA,Glasgow,bar
Centre For Sports Recreation,Glasgow,bar
Crabtree & Evelyn,Glasgow,bar
Glasgow,bar On Ice,Glasgow,bar
Glasgow,bar's Most Benign Protest Ever,Glasgow,bar
Great scottish run,Glasgow,bar
J F Kennedy BV 16th St,Glasgow,bar
J F Kennedy Bl,Glasgow,bar
City Chambers,Glasgow,bar
Browns,Glasgow,bar
Blue Inc,Glasgow,bar
AFCO,Glasgow,bar
Glasgow,bar City Council Financial Services,Glasgow,bar
Johnnies,Glasgow,bar
Platform 8 Glasgow,bar Queen Street  Lower Level,Glasgow,bar
mccools,Glasgow,bar
Royal Navy recruitment centre,Glasgow,bar
Pratama's 6/3 70 Queen Street Glasgow,bar
Arch St 15th Street,Glasgow,bar
Pratama's Palace,Glasgow,bar
Witherspoons,Glasgow,bar
Glasgow,bar City Council,Glasgow,bar
Plum Tree,Glasgow,bar
Hospital Park,Glasgow,bar
Parish Halls,Glasgow,bar
Shuropody,Glasgow,bar
Bus Stop 609089,Glasgow,bar
Royal College Pool - Strathclyde Uni,Glasgow,bar
Premier Inn,Glasgow,bar
Royal College,Glasgow,bar
STA Travel,Glasgow,bar
DRS,Glasgow,bar
Glasgow,bar Marketing Bureau,Glasgow,bar
NCP George St,Glasgow,bar
Madame Feefee's Slap & Tickle Club,Glasgow,bar
University of Strathclyde,Glasgow,bar
Dakhin,Glasgow,bar
Mature Students Association,Glasgow,bar
Collins Building,Glasgow,bar
McCance Building,Glasgow,bar
Greggs,Glasgow,bar
The Co-operative Food,Glasgow,bar
Pizza Hut,Glasgow,bar
Roland Butter,Glasgow,bar
Turnbull building University of Strathclyde,Glasgow,bar
SRG LLP,Glasgow,bar
MCanc Buliding,Glasgow,bar
Livingstone Tower,Glasgow,bar
AURIL Association for University Research and industry Links,Glasgow,bar
Graham Hills Building,Glasgow,bar
Joanna Goodbite,Glasgow,bar
Sainsbury's Local,Glasgow,bar
West Of Scotland KTP Centre,Glasgow,bar
Madisons - Food To Go,Glasgow,bar
Bus Stop 609091,Glasgow,bar
Spirit Lettings & Sales Ltd,Glasgow,bar
A & J Ralston Timber Window Solutions,Glasgow,bar
Graham Hills Building University of Strathclyde,Glasgow,bar
James Blyth Court,Glasgow,bar
G5/H6,Glasgow,bar
Thomas Campbell Court,Glasgow,bar
Yannie's,Glasgow,bar
G11 Jbc,Glasgow,bar
Scottish Care and Information on Miscarriage,Glasgow,bar
 Friends Chinese Cafe,Glasgow,bar
James Young Hall University Of Strathclyde,Glasgow,bar
Shout Bamalama,Glasgow,bar
Barony Hall,Glasgow,bar
Deni's Fish Bar,Glasgow,bar
Star Cafe,Glasgow,bar
our house,Glasgow,bar
Ashraf Bazar,Glasgow,bar
Exhibition Centre Railway Station EXG,Glasgow,bar
Robins & Day Glasgow,bar
Citroen Glasgow,bar
GSA,Glasgow,bar
The Maniac's Palace,Glasgow,bar
Skypark | Glasgow,bar School of Art,Glasgow,bar
Where The Monkey Sleeps,Glasgow,bar
Citron Glasgow,bar
Wtms Art School @ Sky Park,Glasgow,bar
John's Flat,Glasgow,bar
McCallums,Glasgow,bar
St vincent terrace flats,Glasgow,bar
Upstreet City West Apartments Glasgow,bar
Trainy,Glasgow,bar
My House,Glasgow,bar
Ash's cosy wee house :,Glasgow,bar
bed<3,Glasgow,bar
Mumma's house,Glasgow,bar
Ashley And Steven's Party Pad,Glasgow,bar
The Large Comfy Bed My/Steven's Bed,Glasgow,bar
Connich Bar,Glasgow,bar
Sanctuary scotland,Glasgow,bar
Wsp's van,Glasgow,bar
St Patrick's Church,Glasgow,bar
Livingwell Hilton Glasgow,bar
Scottish Opera rehearsal rooms,Glasgow,bar
Hilton Glasgow,bar Hotel,Glasgow,bar
Ballroom Hilton Hotel,Glasgow,bar
Hilton Glasgow,bar - Ballroom,Glasgow,bar
Connich Bar,Glasgow,bar
Bus Stop 609080 Glasgow,bar
Santander House,Glasgow,bar
King Tuts Wah Wah Hut,Glasgow,bar
Royal College Of Physicians And Surgeons Glasgow,bar
Charing Cross Railway Station CHC,Glasgow,bar
278 Coffee House,Glasgow,bar
Claire's Flat,Glasgow,bar
St Vincent St bus stop #609079,Glasgow,bar
Shine,Glasgow,bar
Isa Music,Glasgow,bar
St Vincent Street Church,Glasgow,bar
Barclays,Glasgow,bar
Aurora Building,Glasgow,bar
The Pinnacle,Glasgow,bar
Barclays Wealth,Glasgow,bar
Aggreko PLC,Glasgow,bar
Adelaides Nursery,Glasgow,bar
Burness LLP,Glasgow,bar
Max Serviced Apartments,Glasgow,bar
the Fruit Canteen,Glasgow,bar
Habitat,Glasgow,bar
City Centre Dental Care,Glasgow,bar
Cigna,Glasgow,bar
250 St Vincent Street,Glasgow,bar
Offshore Renewable Energy Catapult,Glasgow,bar
Pit Stop Diner,Glasgow,bar
St Vincent street flats,Glasgow,bar
Craig Corporate,Glasgow,bar
Mamba,Glasgow,bar
SFHA,Glasgow,bar
Unum,Glasgow,bar
Student Loans,Glasgow,bar
Abbey Business Centres,Glasgow,bar
218 St Vincent Street,Glasgow,bar
Bath St 6090175,Glasgow,bar
v6 towers v6 UK,Glasgow,bar
200 St Vincent Street,Glasgow,bar
RSA,Glasgow,bar
155 St Vincent Street,Glasgow,bar
Vinnie's,Glasgow,bar
Optical Express,Glasgow,bar
Gisoel,Glasgow,bar
Cushman & Wakefield,Glasgow,bar
The Beacon,Glasgow,bar
Law@Work,Glasgow,bar
Martha's,Glasgow,bar
The Living Room,Glasgow,bar
Remploy,Glasgow,bar
150 Saint Vincent Street,Glasgow,bar
Towergate Insurance,Glasgow,bar
The Living Room - Glasgow,bar
RBS Kirkstane House,Glasgow,bar
Carruthers Gemmill,Glasgow,bar
191 West George Street,Glasgow,bar
KPMG,Glasgow,bar
Sevenfive Creative,Glasgow,bar
Occuleye opticians,Glasgow,bar
Mclay McAlister & McGibbon,Glasgow,bar
Yes Scotland,Glasgow,bar
Mussel Inn,Glasgow,bar
Anatolia,Glasgow,bar
Glasgow,bar Airport Express 500 to Glasgow,bar Airport,Glasgow,bar
Le Bistro BEAUMARTIN,Glasgow,bar
Royal Bank of Scotland,Glasgow,bar
Greggs,Glasgow,bar
Glasgow,bar International School Of English Language,Glasgow,bar
Hudson,Glasgow,bar
Aon,Glasgow,bar
Discovery Jobs Ltd,Glasgow,bar
Pinsent Masons LLP - Social Media Week,Glasgow,bar
ogilvies Glasgow,bar
Boutique Lounge,Glasgow,bar
Natuzzi Glasgow,bar
McCrea Financial Services,Glasgow,bar
Park Inn By Radisson,Glasgow,bar
La Tasca,Glasgow,bar
Skyscanner Glasgow,bar
Moss Bros,Glasgow,bar
Cosmopol,Glasgow,bar
Regus,Glasgow,bar
West George Street,Glasgow,bar
Goerge Street Apartment ;p,Glasgow,bar
71 bus buchanan bus station- torrance,Glasgow,bar
Optical Express,Glasgow,bar
bank of scotland,Glasgow,bar
110 St Vincent Street,Glasgow,bar
Essensuals,Glasgow,bar
Airlink Busstop,Glasgow,bar
Endava,Glasgow,bar
Caledonian University Room C236,Glasgow,bar
Idox Office,Glasgow,bar
Ryden Lettings,Glasgow,bar
Frankienstiens,Glasgow,bar
EiTS Global - Glasgow,bar Office,Glasgow,bar
Tony Macaroni,Glasgow,bar
The Merchant,Glasgow,bar
Missoula,Glasgow,bar
Sarti,Glasgow,bar
Cafe Wander,Glasgow,bar
Reflex,Glasgow,bar
Renfield St Bus Stop @ W George St,Glasgow,bar
Toni & Guy,Glasgow,bar
Itelligence - Glasgow,bar
Spa In The City,Glasgow,bar
Mailboxes Etc,Glasgow,bar
VisionWare,Glasgow,bar
Lakota Bar/Reflex,Glasgow,bar
Brownn's,Glasgow,bar
CPL Office,Glasgow,bar
Work,Glasgow,bar
School,Glasgow,bar
Starbucks,Glasgow,bar
Wagamama,Glasgow,bar
Nippon Kitchen,Glasgow,bar
Pizza Hut,Glasgow,bar
Give Blood,Glasgow,bar
Hortons Bar & Kitchen,Glasgow,bar
Delta House,Glasgow,bar
Blooms,Glasgow,bar
Subway,Glasgow,bar
93 West George Street,Glasgow,bar
Nippon Center,Glasgow,bar
The Courtyard,Glasgow,bar
City Patio,Glasgow,bar
Panini's Sandwhich Bar,Glasgow,bar
Peckish,Glasgow,bar
norton's,Glasgow,bar
Calico,Glasgow,bar
Frankenstein,Glasgow,bar
Work,Glasgow,bar
Buchanan Street Subway Station,Glasgow,bar
Waxy O Connor's,Glasgow,bar
Chaophraya,Glasgow,bar
Forbidden Planet,Glasgow,bar
Urban Outfitters,Glasgow,bar
New Look,Glasgow,bar
Amarone,Glasgow,bar
Nelson Mandela Place,Glasgow,bar
The North Face,Glasgow,bar
Windows Restaurant at the Carlton George,Glasgow,bar
Camper,Glasgow,bar
Soletrader,Glasgow,bar
Pizza Crolla,Glasgow,bar
Palm Sugar Lounge Bar,Glasgow,bar
Virgin Media,Glasgow,bar
Fish And Chip,Glasgow,bar
Love Music Records,Glasgow,bar
Glasgow,bar Blood Donor Centre,Glasgow,bar
American Apparel,Glasgow,bar
St George's - Tron,Glasgow,bar
Math 204,Glasgow,bar
8 Nelson Mandela Place,Glasgow,bar
Chambre 69,Glasgow,bar
Argento,Glasgow,bar
Yeeha Internet Cafe,Glasgow,bar
Inner Circle Subway Line,Glasgow,bar
Tartan Plus,Glasgow,bar
Rooftop Terrace In The Sky,Glasgow,bar
MG Alba,Glasgow,bar
Groo,Glasgow,bar
Glasgow,bar cleaning agency,Glasgow,bar
Queen Street Low Level Station,Glasgow,bar
Caff Nero,Glasgow,bar
Carlton George Hotel,Glasgow,bar
Sainsburys Local,Glasgow,bar
Glasgow,bar Treatment Rooms,Glasgow,bar
Executive Lounge Carlton George Hotel,Glasgow,bar
The Dow's,Glasgow,bar
Bus Stop 609087,Glasgow,bar
Vale,Glasgow,bar
The Vale Bar,Glasgow,bar
X19 Stop 609086,Glasgow,bar
Platform 8,Glasgow,bar
McColl's,Glasgow,bar
SPT,Glasgow,bar
Laura Ashley,Glasgow,bar
Bus Stop 609088 in front of Queen St Station,Glasgow,bar
WHSmith,Glasgow,bar
Osteopath Glasgow,bar Daniel Gerber,Glasgow,bar
Trevor Chisman Professional Massage,Glasgow,bar
Executive Lounge,Glasgow,bar
Smile Beauty,Glasgow,bar
Home of Fashion Limited,Glasgow,bar
Glasgow,bar Queen Street Railway Station GLQ,Glasgow,bar
Camperdown Place Wetherspoon,Glasgow,bar
Millennium Hotel Glasgow,bar
Burger King,Glasgow,bar
Srid na Banrighinn,Glasgow,bar
Starbucks,Glasgow,bar
Costa Coffee,Glasgow,bar
Platform 7,Glasgow,bar
Platform 9,Glasgow,bar
Bonapartes,Glasgow,bar
George Square Bus Stop,Glasgow,bar
Platform 1,Glasgow,bar
WHSmith,Glasgow,bar
AMT Coffee,Glasgow,bar
Dens Of Hollywood Niteclub,Glasgow,bar
The Brasserie on George Square,Glasgow,bar
Upper Crust,Glasgow,bar
Mental Health Foundation,Glasgow,bar
Boots,Glasgow,bar
Glasgow,bar Queen Street GLQ to Gilshochill GSC Train,Glasgow,bar
Glasgow,bar Queen Street GLQ to Aberdeen ABD Train,Glasgow,bar
Glasgow,bar Queen Street GLQ to Inverness INV Train,Glasgow,bar
1425 To Anniesland Via Maryhill,Glasgow,bar
Glasgow,bar city halls,Glasgow,bar
The Coal Face,Glasgow,bar
Dentist Glasgow,bar City,Glasgow,bar
Glasgow,bar Aiport Express 500 To Buchanan Bus Station,Glasgow,bar
Fight Camp,Glasgow,bar
North Hanover Street,Glasgow,bar
Platform 13,Glasgow,bar
Glasgow,bar To Falkirk Grahamston Train,Glasgow,bar
12,Glasgow,bar
18:21 From GLQ to Oban Fort William And Mallaig,Glasgow,bar
The Ark,Glasgow,bar
Harlequins,Glasgow,bar
Glasgow,bar Registration Office,Glasgow,bar
Gallery Apartment Gym,Glasgow,bar
RBS George Square,Glasgow,bar
The Rio Club,Glasgow,bar
Go Group,Glasgow,bar
Bus Stop 6090121,Glasgow,bar
Student Union,Glasgow,bar
Strathclyde Uni Gym,Glasgow,bar
Gameszone,Glasgow,bar
University Centre,Glasgow,bar
Strathclyde Uni Chaplaincy,Glasgow,bar
Ark Cafe,Glasgow,bar
St Paul's Annexe,Glasgow,bar
Vertigo,Glasgow,bar
University Of Strathclyde Sports Union,Glasgow,bar
The Priory,Glasgow,bar
Ishiban,Glasgow,bar
Flava,Glasgow,bar
Clinic @ University of Strathclyde,Glasgow,bar
Starbucks,Glasgow,bar
The Scene,Glasgow,bar
Thomas Graham Building,Glasgow,bar
Barony Bar,Glasgow,bar
M212,Glasgow,bar
James Weir Building University of Strathclyde,Glasgow,bar
Rottenrow gardens,Glasgow,bar
Rottenrow,Glasgow,bar
Maternity Hospital Ruins,Glasgow,bar
M403,Glasgow,bar
Colville Building,Glasgow,bar
Java Cafe,Glasgow,bar
Architecture Building University of Strathclyde,Glasgow,bar
the factory,Glasgow,bar
new and improved spot with no psychos yet,Glasgow,bar
Wolfson Building University Of Strathclye,Glasgow,bar
John Anderson Building,Glasgow,bar
Department of Naval Architecture & Marine Engineering,Glasgow,bar
Home,Glasgow,bar
Katrina's Flat,Glasgow,bar
thomas campbell court,Glasgow,bar
Bluebird Cafe,Glasgow,bar
Lord Todd Diner,Glasgow,bar
Forbes Hall,Glasgow,bar
Chancellors Hall,Glasgow,bar
Todd's Bar,Glasgow,bar
James Goold Hall University Of Strathclyde,Glasgow,bar
Murray Hall,Glasgow,bar
Rottenrow East,Glasgow,bar
Provand's Lordship,Glasgow,bar
Provand's Lordship,Glasgow,bar
TARDIS,Glasgow,bar
