Text,WeekDay,Month,Day,Time,+SMT,Year,Location,Language,Followers_count,Friends_count
ananlllisadayo (??),mon,sep,30,19:02:06,+0000,2013,)(?` )(`?)(?j`,ja,840,758
rt jimmytatro theres some instagram pictures i just want to comment on saying youre all whores but i dont because im a good person,mon,sep,30,19:02:06,+0000,2013,,en,417,233
rt ucretsiztkpci barn ulan fenerbah?e ?okyaadiyehttpt.cocs52spmkhg1000 takip?i 20tl kredi kart ve mobil ile alabilirsn http…,mon,sep,30,19:02:06,+0000,2013,,tr,115,293
rt sabia2311 some people ask for it on here. others just beg it. im too busy eating food lol fattyforlife,mon,sep,30,19:02:06,+0000,2013,london,en,163,263
[]4,mon,sep,30,19:02:06,+0000,2013,,ja,172,264
rt erikavalera ese ahi xd,mon,sep,30,19:02:06,+0000,2013,mi estilo de vida adri?n.,es,341,467
thegaminglemon wat u taking,mon,sep,30,19:02:06,+0000,2013,minecraft survival world  ,en,155,53
mi snapchateon con inesserranol httpt.corvmgxup82y,mon,sep,30,19:02:06,+0000,2013,,es,222,281
maark_d jajajajaja eso est? m?s chido jajajaja pero no te dejes jajaja,mon,sep,30,19:02:06,+0000,2013,m?xico d.f.,es,176,267
[mercurynews biz] airlines new fee services include ipads more room httpt.coxousxxlhr8,mon,sep,30,19:02:06,+0000,2013,san jose ca,en,297,392
jbiebs1demi 1dselenajonas ahaha selena yirim lt3,mon,sep,30,19:02:06,+0000,2013,,tr,4015,3758
pure co2 more green (pureco2greeneng)twitterhttpst.cos5x2s4cmid,mon,sep,30,19:02:06,+0000,2013,on the web,ja,444,544
rt p8pf      httpt.co0wp55snkrc,mon,sep,30,19:02:06,+0000,2013,,ar,112,241
floriandebelle b1 ?vidamen kampelen ? ta pori oci,mon,sep,30,19:02:06,+0000,2013,,fr,90,53
   httpt.cooy6wa5mjit,mon,sep,30,19:02:06,+0000,2013,kuwait,en,182,178
tiagogonzalezgg si te encanta igual pelotudo,mon,sep,30,19:02:06,+0000,2013,,es,280,208
yeshelasif i meant that,mon,sep,30,19:02:06,+0000,2013,,en,101,406
rt sofigiglioni no me gusta esto que leo no no y no.,mon,sep,30,19:02:06,+0000,2013,col?n buenos aires argentina,es,320,356
                    --   quran,mon,sep,30,19:02:06,+0000,2013,,en,31,105
the fallwinter issue arrives in charlotte next week,mon,sep,30,19:02:06,+0000,2013,charlotte nc,en,19,41
scotty_tree i got a cheech nchong one haha dont go nowhere without it,mon,sep,30,19:02:06,+0000,2013,,en,109,136
azarsabrina haha nice bio p follow back ),mon,sep,30,19:02:06,+0000,2013,dbayeh lebanon,en,503,475
feliz d?a aamandaorrantia necesito una fiesta y terminar dormido bajo un ata?d tu sabes como jaja. felicidades. ,mon,sep,30,19:02:06,+0000,2013,culiac?n sinaloa,en,268,197
klo kamu pulang ke aku aku lebih nurut sm kamu deh janji.. tp aku sadar kamu ga bakal kembali ),mon,sep,30,19:02:06,+0000,2013,,en,347,204
rt mppambiente paisajismo comunal por nuestro nuevo canal httpt.covi4wkeew5m,mon,sep,30,19:02:06,+0000,2013,venezuela,es,4546,4946
dan_phil_phan__ i cried for like an hour afterwards but that might just be me ,mon,sep,30,19:02:06,+0000,2013,flying the uss enterprise,en,562,498
beatle sends fans reply 50 years on httpt.coehzt6afuzn,mon,sep,30,19:02:06,+0000,2013,gelida spain,en,1055,203
takatsuki7777 ,mon,sep,30,19:02:06,+0000,2013,,ja,1337,1409
bon gta ou rien  le choix et vite fais,mon,sep,30,19:02:06,+0000,2013,le mans   . naples italia,fr,157,252
pepedopoulus quien contra quien,mon,sep,30,19:02:06,+0000,2013,,es,174,174
i want to start watching breaking bad.,mon,sep,30,19:02:06,+0000,2013,,en,128,312
mollie_ella hi,mon,sep,30,19:02:06,+0000,2013,narnia,en,874,1119
dudeaerosmithooh what a funky lady she like it like it like it like that ooh he was a lady,mon,sep,30,19:02:06,+0000,2013,,ja,120,111
_ki4_k wwww,mon,sep,30,19:02:06,+0000,2013,,ja,2884,421
i get 98 new followers ===gt httpt.co9nohjekwcz enawya crazydemixoxo barbiemarc,mon,sep,30,19:02:06,+0000,2013,london united kingdom,en,5321,3285
este look se salva saintlaurent pfw parisfashionweek hedislimane ysl httpt.co3yao30m3ja,mon,sep,30,19:02:06,+0000,2013,madrid,es,166,280
rt zodiacohoy capricornio no vas a estar seguro de lo q haces pero debes de tener en mente q el q no arriesga no gana as? q deja de lad…,mon,sep,30,19:02:06,+0000,2013,argentina - santa fe. ,es,521,534
matttoft1 if your dads out on sat watch me sit on his face,mon,sep,30,19:02:06,+0000,2013,manchester,en,1155,448
karno …,mon,sep,30,19:02:06,+0000,2013,,ja,1693,1722
ex-mbgn queen silvia nduka flaunts her own n1.5m chanel lego bag –? look httpt.coyxsakzxeu6 via akpraise,mon,sep,30,19:02:06,+0000,2013,gods mighty hand,en,3185,2015
eden_w10 i give up loool,mon,sep,30,19:02:06,+0000,2013,,en,61,70
pablo_brenes a la sauna... httpt.col4mglbgc4j,mon,sep,30,19:02:06,+0000,2013,oviedo,es,389,608
_umadenise uau vive com os segredos com dona milena agora . adoro ,mon,sep,30,19:02:06,+0000,2013,may 14 2012 ,pt,610,353
httpt.co70u06t6fip,mon,sep,30,19:02:06,+0000,2013,,ja,45,46
httpt.cow9cq7lrjrj,mon,sep,30,19:02:06,+0000,2013,,ar,905,2004
lose stubborn belly fat by not eating there 4 foods -ad httpt.co82azveas51,mon,sep,30,19:02:06,+0000,2013,canada greater sudbury ,en,7699,6764
keto210 ……(?),mon,sep,30,19:02:06,+0000,2013,,ja,225,315
tabi_muffin roryroman pinktop_s bish,mon,sep,30,19:02:06,+0000,2013,,en,129,178
hoodieallen lol that never even happens to me,mon,sep,30,19:02:06,+0000,2013,chicago illinois,en,435,215
o ses t?rkiyede ki kz 16 yandaysa ben daha portakal aacn da vitaminim,mon,sep,30,19:02:06,+0000,2013,,tr,362,187
naughty boy httpt.coz9u6ubfdih,mon,sep,30,19:02:06,+0000,2013,,en,0,10
tchecao uhullll,mon,sep,30,19:02:06,+0000,2013,s?o paulo,en,236,139
lukegob879 alright sounds good,mon,sep,30,19:02:06,+0000,2013,,en,442,993
rt garydzen wallace dismissed rumors of not wanting to be here thats so far from the truth. says hes a big red sox and patriots fan.,mon,sep,30,19:02:06,+0000,2013,celticsblog.com,en,21533,1700
g?nl?k statistik 20 yeni kii takip etti 19 kii takibi brakt via httpt.coll8yylvgzt,mon,sep,30,19:02:06,+0000,2013,eskiehir,tr,1283,1161
phillydapo omd phillip..,mon,sep,30,19:02:06,+0000,2013,ireland  dublin 22,en,439,415
coetavs uhsauhsusha que nada gato impress?o sua quando te ver dnv vou parar na sua frente e falar eaee uahuahs,mon,sep,30,19:02:06,+0000,2013,,pt,729,302
   greenpeace     (189) httpt.coeqzv8fnp2y,mon,sep,30,19:02:06,+0000,2013,,en,2,0
2 pessoas est?o visualizando seu perfil httpt.coxybxtsjwmy,mon,sep,30,19:02:06,+0000,2013,sao jose do rio preto,pt,442,1270
community_ksa.       ,mon,sep,30,19:02:06,+0000,2013,,en,440,1068
la jvais faire mes devoirs danglais,mon,sep,30,19:02:07,+0000,2013,,fr,366,226
great works are performed not by strength but perseverance. - samuel johnson,mon,sep,30,19:02:07,+0000,2013,,en,907,715
as resentment by beyonc? plays.,mon,sep,30,19:02:07,+0000,2013,west chester university ,en,761,577
hora passando rapido demaaas obrigadameudeus,mon,sep,30,19:02:07,+0000,2013,guaruj?-sp,pt,159,436
      httpt.cosfecguw4iu,mon,sep,30,19:02:07,+0000,2013,	dp,ru,158,89
school was good asf ,mon,sep,30,19:02:07,+0000,2013,on jupiter bitch  ,en,5756,4541
   ‹›    2001  ‹›       2014  ‹›                                    ,mon,sep,30,19:02:07,+0000,2013,,en,300,453
wie wap,mon,sep,30,19:02:07,+0000,2013,,nl,126,128
cauetofficiel qui a des voisins casse-couilles  moiiiiii  jen peux plus  comme notre auditeur ,mon,sep,30,19:02:07,+0000,2013,,en,51,265
????????                                       ),mon,sep,30,19:02:07,+0000,2013,,ar,390,863
i dont bandwagon not follow players my team is my team win or loose i will always claim them,mon,sep,30,19:02:07,+0000,2013,-nj  atl ,en,924,877
attn harvard elks scholars elks scholars are meeting up on campus on oct. 12. you wont want to miss it elksfamily bethereorbesquare,mon,sep,30,19:02:07,+0000,2013,chicago il,en,344,145
rt eaobxxx the way aaronlanky cheered me up by doing nothing )),mon,sep,30,19:02:07,+0000,2013,london ,en,1119,1790
? tedio,mon,sep,30,19:02:07,+0000,2013,n?rnia,pt,134,163
demain matin je pense que je vais aller chercher mon dipl?me au lyc?e,mon,sep,30,19:02:07,+0000,2013,rueil-malmaison (92),fr,56,67
      .,mon,sep,30,19:02:07,+0000,2013,,ar,1186,191
very awesome rt viawesome gif of the construction of the new granville street bridge httpt.couhxasmrudt,mon,sep,30,19:02:07,+0000,2013,vancouver bc,en,352,884
ai_lys tqt jte crois ),mon,sep,30,19:02:07,+0000,2013,poitiers,fr,166,143
blow it hard for the ones that aint here ,mon,sep,30,19:02:07,+0000,2013,beirut lebanon,en,625,750
cuanto m?s grande sea una sonrisa m?s grande es el secreto que se esconde tras de ella,mon,sep,30,19:02:07,+0000,2013, colombia,es,765,284
rt lilvanillamalik stalking my crushes twitter no biggie zaynmalik,mon,sep,30,19:02:07,+0000,2013, 5sos  one direction ,en,2375,571
                   ,mon,sep,30,19:02:07,+0000,2013,riyadh,ar,332,156
boze koliko sam srecna+,mon,sep,30,19:02:07,+0000,2013,,en,1003,1099
photoset  httpt.cobd2f187e44,mon,sep,30,19:02:07,+0000,2013,,en,3918,3874
je viens de terminer une mission je voudrais vous donner un cadeau pour c?l?brer httpt.cojagzzq3brj android  gameinsight,mon,sep,30,19:02:07,+0000,2013,,fr,0,35
rt nfansspda mdddr lemmision de la 6 la cest pas du tout credible,mon,sep,30,19:02:07,+0000,2013,paris xvii,fr,209,99
fredos smile makes your day,mon,sep,30,19:02:07,+0000,2013,,en,15212,3256
jam?s olvidar? el d?a en que te conoc?.,mon,sep,30,19:02:07,+0000,2013,m. kylechicoecko.,es,473,433
allais-rabeux  jour 8 httpt.coiwwakzeaxz,mon,sep,30,19:02:07,+0000,2013,flavacourt,fr,1,12
thehometruths guyleonardandco  fab blog amp i like the house.  chuckling at the roses in the bedroom and bathroom.  same ones  nice house,mon,sep,30,19:02:07,+0000,2013,lancaster and morecambe,en,1901,1891
,mon,sep,30,19:02:07,+0000,2013,,ja,42,21
happy birthday dena enjoy 2 the max xx — thankyouu x httpt.coorb3l81kcp,mon,sep,30,19:02:07,+0000,2013,,en,610,296
rt monasty1 repent repent repent for the kingdom of god is at hand.,mon,sep,30,19:02:07,+0000,2013,,en,1657,1438
mirco mutlu ben mutlu bukican mutlu hepimiz mutluyuuz keyfimizeeee yook oh ohhh,mon,sep,30,19:02:07,+0000,2013,,tr,136,120
calling all familyfeud fans come join me on getglue httpt.couhyybogqdr,mon,sep,30,19:02:07,+0000,2013,canada,en,45,129
como cuando dicen perd?n y lo vuelven hacer.,mon,sep,30,19:02:07,+0000,2013,,es,1924,1906
glowthursdays glowthursdays glowthursdays glowthursdays glowthursdays glowthursdays every thursday at twilight (55 nugget ave),mon,sep,30,19:02:07,+0000,2013,toronto canada,en,1662,1563
dont know wat ill do with out uu lamees456 my lifesaver,mon,sep,30,19:02:07,+0000,2013,,en,205,147
are you good at finding where the cast bought something they wore... — depends on which cast member of hoa ) httpt.coclvx4omthk,mon,sep,30,19:02:07,+0000,2013,cambridgeshire   england,en,377,455
theregalnegro when is your birthday7th october,mon,sep,30,19:02:07,+0000,2013,lagos nigeria,en,226,315
rt howtobeakeeper seeing you in the hallway is my favorite part of the day.,mon,sep,30,19:02:07,+0000,2013,,en,65,48
rt aaroadwatch weather warning heavy rainfall of 20 - 30mm expected in leinster tonight and through tomorrow. extreme care needed. aaroa…,mon,sep,30,19:02:07,+0000,2013,galway ireland,en,17,151
shacara aint tellin me shit ,mon,sep,30,19:02:07,+0000,2013,ohio,en,316,354
btcare hi im trying to set up bt wi-fi amp despite my bt id log in details working no problem for bt sport they wont work with bt wi-fi,mon,sep,30,19:02:07,+0000,2013,,en,18,22
because you say youre hurt loool bye,mon,sep,30,19:02:07,+0000,2013,,fr,17501,98
nicolequintal69 no way i love this songggggggg,mon,sep,30,19:02:07,+0000,2013,,en,223,229
18_wm     ,mon,sep,30,19:02:07,+0000,2013,,en,32195,0
nastya9920            ,mon,sep,30,19:02:07,+0000,2013,)),ru,463,351
siinglegirl_ beta,mon,sep,30,19:02:07,+0000,2013, ,en,392,199
follow me on ig mebriibabe,mon,sep,30,19:02:07,+0000,2013,tha lou beetchh,en,420,873
rake stretch trail — ever wondered what makes a chopper a chopper [pic] httpt.cook49kgehbc,mon,sep,30,19:02:07,+0000,2013,anaheim ca,en,5,18
mazenotb      ,mon,sep,30,19:02:07,+0000,2013,,en,300,530
walked into the office of admissions and trouble by taylor swift comes on loud speakers... there goes my cover,mon,sep,30,19:02:07,+0000,2013,,en,179,162
      ...     httpt.cows2wzm15et ipad ipadgames gameinsight,mon,sep,30,19:02:07,+0000,2013,,ru,0,1
rt jorditorresb indepenradio aguirre “catalunya ?s propietat de tots els espanyols” httpt.contabiqdvmt helpcatalanlanguage he…,mon,sep,30,19:02:07,+0000,2013,catalunya,ca,1218,1845
jvais pas le chercher en fait je pense. jai assez fait de mal ? son ?go la derni?re fois.,mon,sep,30,19:02:07,+0000,2013,paum? dans les rues de paris.,fr,761,170
buena tarde ),mon,sep,30,19:02:07,+0000,2013,,es,2232,2457
4,mon,sep,30,19:02:07,+0000,2013,,ja,1643,1632
barackobama stop shutdown with 14 th amendment let repubs sue   rt,mon,sep,30,19:02:07,+0000,2013,iphone 26.428280-80.122902,en,1699,1995
le radiateur qui chie cc — mdrrrrrrrrrrrrrrrrrrrrrrrrrr jmen remet pas tu mla sortit j’?tais dead... httpt.coplzdby73gp,mon,sep,30,19:02:07,+0000,2013,,fr,592,588
keystone light is for pussies ,mon,sep,30,19:02:07,+0000,2013,bumblefuck virginia,en,286,218
je dis stop,mon,sep,30,19:02:07,+0000,2013,saine saint denis,fr,85,88
  - 710       httpt.coepz3qettsj android androidgames gameinsight,mon,sep,30,19:02:07,+0000,2013,,ru,5,8
rt almarzooqimd _             ,mon,sep,30,19:02:07,+0000,2013,,en,5179,249
rt lindachvzt forochavista troperosaragua tareckpsuv wgalisalasjpsuv papelazo heizvert21  pabloguzmandice eltomyx larp2013 http…,mon,sep,30,19:02:07,+0000,2013,,es,49,52
adamatic5 not cool man.. not cool lol,mon,sep,30,19:02:07,+0000,2013,,en,241,205
rt trevdon patience is standing in line behind someone who orders coffee while still talking on their cell phone without strangling them.,mon,sep,30,19:02:07,+0000,2013, s5 e1 tvd uk ,en,20,197
[]4...,mon,sep,30,19:02:07,+0000,2013,,ja,165,194
hunterjhowe flipping a coin to decide whether to get gta or not. thecoinwon,mon,sep,30,19:02:07,+0000,2013,,en,381,366
rt benjaserra hola. me llamo benjam?n serra tengo dos carreras y un m?ster y limpio wcs. httpt.colxn0mz2uty,mon,sep,30,19:02:07,+0000,2013,almer?a city (,es,291,307
come closerrr,mon,sep,30,19:02:07,+0000,2013,,en,113,50
5millionsalmaniacsontwitter salmankhankijaiho bb7 jaiho raat ko aaunga mai tujhe le jaunga mai----123456789,mon,sep,30,19:02:07,+0000,2013,kolkata,en,59,135
rt biebagotmyheart beliebersloveyoujustinbieber,mon,sep,30,19:02:07,+0000,2013,venezuela ,es,143,193
rt jovankarena najis,mon,sep,30,19:02:07,+0000,2013,jakarta indonesia,en,556,402
lag jij maar naast me ,mon,sep,30,19:02:07,+0000,2013,dancing on your grave,nl,224,150
haha lopes didnt know what liquor store i work at until i said its by the porn shop,mon,sep,30,19:02:07,+0000,2013,ball so hard university,en,167,141
- anna rita cerqueira deu rt,mon,sep,30,19:02:07,+0000,2013,rio de janeiro ,pt,535,1126
que legal tem uma cidade em mg chamada navarro,mon,sep,30,19:02:07,+0000,2013,,pt,1412,1106
 if you want to be trusted be honest ,mon,sep,30,19:02:07,+0000,2013,abujanigeria,en,54,219
encontrar un colorado hermoso y darte cuenta que es gay se me partio el alma firme( ajajjajaja,mon,sep,30,19:02:07,+0000,2013,,es,277,484
rt 3bo_k 13-                       …,mon,sep,30,19:02:07,+0000,2013,,ar,4190,67
itsnapolean i was saying it was four min left of class ..,mon,sep,30,19:02:07,+0000,2013,,en,458,416
me httpt.co5bcjmjikut,mon,sep,30,19:02:07,+0000,2013,,es,105,112
rt candurulin_ que estupidos son los de mi curso. me caen mal,mon,sep,30,19:02:07,+0000,2013,haedo,es,505,880
bot  ,mon,sep,30,19:02:07,+0000,2013,,ja,132,142
con la de siempre laquiero httpt.cofid9juhddp,mon,sep,30,19:02:07,+0000,2013,avil?s,es,205,261
httpt.codrhuz3y9qs     ,mon,sep,30,19:02:07,+0000,2013,,en,6,10
money would solve 90% of my problems,mon,sep,30,19:02:07,+0000,2013,sobbing into my cat,en,971,774
se ele n?o fez dueto com a delta vai fazer com a ol?via ele fez com a miley na ?poca que eles eram amiguinhos (anos depois da separa??o) s?,mon,sep,30,19:02:07,+0000,2013,curitiba,en,485,184
baz esprileri ciddiye alp keyif alamama gibi bir huyum var. esprisi yaplmayacak konular da var bir unu anlasa insanlar ...,mon,sep,30,19:02:07,+0000,2013,,tr,4,32
?         .,mon,sep,30,19:02:07,+0000,2013,.. ,en,45,37
             ,mon,sep,30,19:02:07,+0000,2013,,ar,152,275
_flougidouz --,mon,sep,30,19:02:07,+0000,2013,dans le turfu,fr,240,403
       ..      ,mon,sep,30,19:02:07,+0000,2013,,en,0,0
james_yammouni james id physically piss myself if you saw this,mon,sep,30,19:02:07,+0000,2013,justintwistgina  35 follow,en,8467,6842
yolooooo,mon,sep,30,19:02:07,+0000,2013,viseu ? outro n?vel,pt,296,308
deh?r med ton?rsbossen... dr?jer v?ll inte l?nge tills pappa anm?ler mig dit.,mon,sep,30,19:02:07,+0000,2013,,sv,54,57
tauro voltea la p?gina de tu vida y olvida las cosas malas q no puedes arreglar si te sigues haciendo da?o ser? perjudicial para ti...,mon,sep,30,19:02:07,+0000,2013,,es,257,214
a adriely ta namorando s? pq apareceu na tv acho que vou no programa da fatima pra arranjar um namorado sqn???? kkkkkkkk,mon,sep,30,19:02:07,+0000,2013,rio de janeiro,pt,380,197
s?lo un asturiano puede decir me voy a celar  en lugar de me voy a poner celoso y quedarse tan ancho. aqu? hablan raro,mon,sep,30,19:02:07,+0000,2013,asturiesalacant(pa?s valenci?,ca,433,951
( _  ),mon,sep,30,19:02:07,+0000,2013,,ja,204,394
dat mixtape 2k1319 goin have the.streeta.bubblin,mon,sep,30,19:02:07,+0000,2013,new orleans,en,703,552
sabrina theres the door. robin is back. gh,mon,sep,30,19:02:07,+0000,2013,,en,7,34
laurakelly__x  ,mon,sep,30,19:02:07,+0000,2013,scotlandglasgow,en,264,176
httpt.co9qe4ysirga        httpt.co9qe4ysirga,mon,sep,30,19:02:07,+0000,2013,tver russia,ru,2,2
el bar es mi farmacia.,mon,sep,30,19:02:07,+0000,2013,[futura periodista ],es,1008,419
rt themapp_ im not chasing no man sorrynotsorry,mon,sep,30,19:02:07,+0000,2013,brooklyn to d.c. to heaven,en,336,301
la pratica delle madri surrogate mi disgusta profondamente. donne trattate come incubatrici per non dire fattrici.,mon,sep,30,19:02:07,+0000,2013,bologna,it,96,99
lalalesx3 pain makes you stronger. tears make you braver. heartbreak makes you wiser. so thank the past for a better future.,mon,sep,30,19:02:07,+0000,2013,satx,en,941,804
3 new followers and 1 unfollower in the past day via httpt.com0y4ovv9xm. whats the other news tweeps,mon,sep,30,19:02:07,+0000,2013,?callejeros inocentes,es,1150,1097
do you like or dislike spicy food — like but not if its way too spicy httpt.coimcqx3fstr,mon,sep,30,19:02:07,+0000,2013,,nl,2834,2435
im a short girl but im not marrying a short guy .,mon,sep,30,19:02:07,+0000,2013,some where on  earth,en,227,62
pray until your situation changes. miracles happen every day so never stop believing. god can change things very quickly in your life.,mon,sep,30,19:02:07,+0000,2013,abu dhabu uae,en,8,108
rt francischini_ justi?a suspende licita??o bilion?ria conduzida pelo governo agnulo do df httpt.colcpcvg17eb,mon,sep,30,19:02:07,+0000,2013,distrito federal,pt,33,1880
         ,mon,sep,30,19:02:07,+0000,2013,,ar,289,293
bvlgari  httpt.co0mng9ecgfq ,mon,sep,30,19:02:07,+0000,2013,,ja,1142,1136
